request_id,hardware_tier,device_type,cpu_model,cpu_cores,total_memory_gb,gpu_name,text_length_chars,text_length_tokens,reference_audio_seconds,start_time,end_time,total_duration_s,peak_memory_mb,peak_memory_percent,peak_gpu_memory_mb,peak_temperature_c,throttle_detected,rtf,tokens_per_second,audio_duration_s,generated_tokens,peak_gpu_util_pct,fish_tokens_per_sec,fish_bandwidth_gb_s,fish_gpu_memory_gb,fish_generation_time_s,vq_features_shape,success,error_message,quantization_used,torch_compile_used,onnx_used,chunk_length,num_threads
d01fffd9,m1_air,cpu,arm,8,8.0,Apple Silicon GPU,41,9,23.045986394557822,1762960202.076875,1762960343.43008,141.35320496559143,4558.828125,90.5,0.0,0.0,False,57.429948582902625,0.38202175899120805,2.461315192743764,54,0.0,0.45,0.39,0.0,120.0,"[10, 53]",True,,none,False,False,1024,4
1d54a50d,m1_air,cpu,arm,8,8.0,Apple Silicon GPU,87,18,23.045986394557822,1762960958.7854872,1762961195.023175,236.23768782615662,4345.640625,92.7,0.0,0.0,False,49.38790405573757,0.4402345830464268,4.783310657596372,104,0.0,0.49,0.42,0.0,212.84,"[10, 103]",True,,none,False,False,1024,4
