request_id,hardware_tier,device_type,cpu_model,cpu_cores,total_memory_gb,gpu_name,text_length_chars,text_length_tokens,reference_audio_seconds,start_time,end_time,total_duration_s,peak_memory_mb,peak_memory_percent,peak_gpu_memory_mb,peak_temperature_c,throttle_detected,rtf,tokens_per_second,audio_duration_s,generated_tokens,peak_gpu_util_pct,fish_tokens_per_sec,fish_bandwidth_gb_s,fish_gpu_memory_gb,fish_generation_time_s,vq_features_shape,success,error_message,quantization_used,torch_compile_used,onnx_used,chunk_length,num_threads
ed744d7d,m1_air,cpu,arm,8,8.0,Apple Silicon GPU,77,17,23.045986394557822,1762969107.395514,1762969251.650303,144.25478887557983,4120.390625,88.4,0.0,0.0,False,33.40072764098765,0.6516248142103294,4.31891156462585,94,0.0,0.76,0.65,0.0,124.08,"[10, 93]",True,,none,False,False,1024,4
