timestamp,cpu_percent,memory_mb,memory_percent,gpu_memory_mb,gpu_percent,temperature_c
1762970757.8591614,0.0,14345.44140625,21.9,4409.35791015625,26.91268756461168,0.0
1762970757.9822848,100.0,14355.03125,21.9,4409.35791015625,26.91268756461168,0.0
1762970758.107353,0.0,14358.5625,21.9,4741.4970703125,28.939911851546675,0.0
1762970758.223914,100.0,14382.875,22.0,4453.6435546875,27.18298671908081,0.0
1762970758.3402598,33.3,14381.00390625,22.0,4453.6435546875,27.18298671908081,0.0
1762970758.4554963,88.9,14348.46875,21.9,4425.380859375,27.01048425859168,0.0
1762970758.5727017,100.0,14349.48046875,21.9,4436.50537109375,27.078383148701278,0.0
1762970758.689729,100.0,14353.859375,21.9,4409.39111328125,26.912890221176994,0.0
1762970758.8064077,100.0,14357.53515625,21.9,4432.91064453125,27.05644259526289,0.0
1762970758.921469,0.0,14356.66796875,21.9,4411.21240234375,26.924006529832955,0.0
1762970759.0381823,87.5,14358.83984375,21.9,4411.181640625,26.92381877448568,0.0
1762970759.153879,0.0,14358.37890625,21.9,4410.18212890625,26.917718215821136,0.0
1762970759.270561,100.0,14356.7265625,21.9,4410.4404296875,26.9192947646895,0.0
1762970759.384539,25.0,14356.0,21.9,4410.453125,26.919372251023297,0.0
1762970759.500553,0.0,14355.29296875,21.9,4410.1689453125,26.917637749243735,0.0
1762970759.6190104,77.8,14355.51171875,21.9,4410.44580078125,26.919327547369182,0.0
1762970759.734496,0.0,14355.2578125,21.9,4410.4873046875,26.91958086807582,0.0
1762970759.8549738,62.5,14353.7265625,21.9,4410.4873046875,26.91958086807582,0.0
1762970759.973321,100.0,14362.73828125,21.9,4474.1689453125,27.30826423936554,0.0
1762970760.0906556,50.0,14367.546875,21.9,4410.427734375,26.919217278355706,0.0
1762970760.2052777,0.0,14364.7734375,21.9,4410.486328125,26.919574907588604,0.0
1762970760.3209493,75.0,14369.06640625,21.9,4410.4521484375,26.919366290536082,0.0
1762970760.4386573,0.0,14372.57421875,21.9,4410.1728515625,26.917661591192594,0.0
1762970760.5633192,100.0,14373.29296875,21.9,4410.42724609375,26.9192142981121,0.0
1762970760.6871595,0.0,14371.55859375,21.9,4410.4853515625,26.91956894710139,0.0
1762970760.8052764,100.0,14371.74609375,21.9,4410.4873046875,26.91958086807582,0.0
1762970760.9211974,0.0,14364.08203125,21.9,4603.32177734375,28.096553574766443,0.0
1762970761.0405917,100.0,14368.76953125,21.9,4410.44677734375,26.919333507856397,0.0
1762970761.1540446,100.0,14368.30078125,21.9,4410.48876953125,26.91958980880664,0.0
1762970761.2737503,100.0,14367.22265625,21.9,4410.45751953125,26.919399073215764,0.0
1762970761.3807156,77.8,14365.29296875,21.9,4442.1650390625,27.112927152355777,0.0
1762970761.534746,100.0,14366.6640625,21.9,4410.1728515625,26.917661591192594,0.0
