request_id,hardware_tier,device_type,cpu_model,cpu_cores,total_memory_gb,gpu_name,text_length_chars,text_length_tokens,reference_audio_seconds,start_time,end_time,total_duration_s,peak_memory_mb,peak_memory_percent,peak_gpu_memory_mb,peak_temperature_c,throttle_detected,rtf,tokens_per_second,audio_duration_s,generated_tokens,peak_gpu_util_pct,fish_tokens_per_sec,fish_bandwidth_gb_s,fish_gpu_memory_gb,fish_generation_time_s,vq_features_shape,success,error_message,quantization_used,torch_compile_used,onnx_used,chunk_length,num_threads
189d506e,intel_low_end,cuda,"Intel64 Family 15 Model 107 Stepping 1, GenuineIntel",8,63.96110153198242,GRID V100D-16A,524,105,23.045986394557822,1762891026.4914782,1762891241.1064973,214.61501908302307,18002.74609375,27.5,8115.33251953125,0.0,False,6.374274206331707,3.3828014605033276,33.66893424036281,726,49.53224778555979,3.72,3.2,7.78,194.94,"[10, 725]",True,,none,False,False,1024,4
