timestamp,cpu_percent,memory_mb,memory_percent,gpu_memory_mb,gpu_percent,temperature_c
1762960202.1353312,55.6,3482.421875,81.2,0.0,0.0,0.0
1762960202.273833,0.0,3432.6875,81.8,0.0,0.0,0.0
1762960202.399158,0.0,3432.6875,81.8,0.0,0.0,0.0
1762960202.540752,0.0,3432.6875,81.8,0.0,0.0,0.0
1762960202.764815,0.0,3432.6875,81.8,0.0,0.0,0.0
1762960202.971667,0.0,3432.6875,81.8,0.0,0.0,0.0
1762960203.193103,87.5,2970.140625,88.5,0.0,0.0,0.0
1762960203.3911092,100.0,2807.5,90.5,0.0,0.0,0.0
1762960203.5257301,50.0,2879.84375,89.0,0.0,0.0,0.0
1762960203.6551208,0.0,3050.0,85.7,0.0,0.0,0.0
1762960203.784221,0.0,3246.796875,83.6,0.0,0.0,0.0
1762960203.910481,0.0,3448.9375,81.7,0.0,0.0,0.0
1762960204.0372102,0.0,3612.28125,79.9,0.0,0.0,0.0
1762960204.1682339,75.0,2603.03125,62.6,0.0,0.0,0.0
1762960204.2952142,36.4,2831.671875,65.4,0.0,0.0,0.0
1762960204.42677,66.7,2950.625,63.8,0.0,0.0,0.0
1762960204.5636091,0.0,3313.203125,68.2,0.0,0.0,0.0
1762960204.704483,0.0,4190.34375,78.9,0.0,0.0,0.0
1762960205.179159,0.0,4190.34375,78.9,0.0,0.0,0.0
1762960205.3292632,81.8,3133.734375,86.1,0.0,0.0,0.0
1762960205.462569,83.3,3125.40625,86.1,0.0,0.0,0.0
1762960205.594291,45.5,3157.59375,85.7,0.0,0.0,0.0
1762960205.723393,22.2,3153.078125,85.8,0.0,0.0,0.0
1762960205.850986,40.0,3304.8125,83.9,0.0,0.0,0.0
1762960205.976077,0.0,3401.828125,82.7,0.0,0.0,0.0
1762960206.1148071,0.0,3265.234375,84.7,0.0,0.0,0.0
1762960206.2409658,0.0,3265.234375,84.7,0.0,0.0,0.0
1762960206.371192,75.0,2917.703125,66.9,0.0,0.0,0.0
1762960206.499747,0.0,3008.625,68.0,0.0,0.0,0.0
1762960206.634211,0.0,2702.75,61.2,0.0,0.0,0.0
1762960206.763583,0.0,3053.015625,65.5,0.0,0.0,0.0
1762960206.897357,0.0,3980.0625,76.7,0.0,0.0,0.0
1762960207.399445,0.0,3847.25,76.7,0.0,0.0,0.0
1762960207.546806,66.7,3159.234375,85.7,0.0,0.0,0.0
1762960207.677742,50.0,3133.265625,85.3,0.0,0.0,0.0
1762960207.8074439,33.3,3304.28125,83.3,0.0,0.0,0.0
1762960207.937614,0.0,3446.0625,81.5,0.0,0.0,0.0
1762960208.064843,0.0,3579.25,80.3,0.0,0.0,0.0
1762960208.197012,0.0,3579.25,80.3,0.0,0.0,0.0
1762960208.332927,0.0,3579.25,80.3,0.0,0.0,0.0
1762960208.459687,0.0,3579.25,80.3,0.0,0.0,0.0
1762960208.594499,66.7,2810.015625,60.8,0.0,0.0,0.0
1762960208.722486,58.3,3318.734375,66.9,0.0,0.0,0.0
1762960208.88734,33.3,3299.796875,66.7,0.0,0.0,0.0
1762960209.021151,0.0,3365.078125,64.4,0.0,0.0,0.0
1762960209.158506,0.0,4397.34375,76.9,0.0,0.0,0.0
1762960209.285561,0.0,4397.34375,76.9,0.0,0.0,0.0
1762960209.417526,0.0,4397.34375,76.9,0.0,0.0,0.0
1762960209.54288,0.0,4397.34375,76.9,0.0,0.0,0.0
1762960209.6741319,71.4,3078.578125,60.7,0.0,0.0,0.0
1762960209.8081439,72.7,3404.21875,64.7,0.0,0.0,0.0
1762960209.941563,0.0,3404.21875,64.7,0.0,0.0,0.0
1762960210.082221,0.0,3404.21875,64.7,0.0,0.0,0.0
1762960210.208674,0.0,3404.21875,64.7,0.0,0.0,0.0
1762960210.33374,0.0,3404.21875,64.7,0.0,0.0,0.0
1762960210.470179,0.0,3404.21875,64.7,0.0,0.0,0.0
1762960210.604894,0.0,3404.21875,64.7,0.0,0.0,0.0
1762960210.736266,60.0,3037.546875,60.6,0.0,0.0,0.0
1762960210.871213,62.5,3883.921875,71.0,0.0,0.0,0.0
1762960211.007353,0.0,4558.828125,79.2,0.0,0.0,0.0
1762960211.13364,0.0,4558.828125,79.2,0.0,0.0,0.0
1762960211.258623,0.0,4558.828125,79.2,0.0,0.0,0.0
1762960211.394523,0.0,4558.828125,79.2,0.0,0.0,0.0
1762960211.5252328,0.0,4558.828125,79.2,0.0,0.0,0.0
1762960211.659677,0.0,4558.828125,79.2,0.0,0.0,0.0
1762960211.786504,20.0,3437.359375,65.3,0.0,0.0,0.0
1762960211.9153721,57.1,2887.8125,58.7,0.0,0.0,0.0
1762960212.0440252,25.0,3360.421875,64.5,0.0,0.0,0.0
1762960212.1759129,0.0,3360.421875,64.5,0.0,0.0,0.0
1762960212.3115299,0.0,3360.421875,64.5,0.0,0.0,0.0
1762960212.448338,0.0,3360.421875,64.5,0.0,0.0,0.0
1762960212.586043,0.0,3360.421875,64.5,0.0,0.0,0.0
1762960212.7166998,0.0,3360.421875,64.5,0.0,0.0,0.0
1762960212.854746,55.6,3097.234375,61.8,0.0,0.0,0.0
1762960212.988876,0.0,3625.96875,68.1,0.0,0.0,0.0
1762960213.121365,0.0,3854.578125,70.9,0.0,0.0,0.0
1762960213.254836,0.0,3243.75,63.4,0.0,0.0,0.0
1762960213.3877041,0.0,3245.734375,63.4,0.0,0.0,0.0
1762960213.518162,0.0,3471.890625,66.2,0.0,0.0,0.0
1762960213.651938,0.0,3491.8125,66.4,0.0,0.0,0.0
1762960213.778971,0.0,3519.671875,66.8,0.0,0.0,0.0
1762960213.90841,37.5,3544.65625,67.0,0.0,0.0,0.0
1762960214.032157,0.0,3412.0625,65.4,0.0,0.0,0.0
1762960214.1602612,0.0,3501.671875,66.6,0.0,0.0,0.0
1762960214.2890072,0.0,3541.75,67.1,0.0,0.0,0.0
1762960214.421612,0.0,3557.078125,67.3,0.0,0.0,0.0
1762960214.550447,0.0,3574.421875,67.4,0.0,0.0,0.0
1762960214.682961,0.0,3696.90625,68.4,0.0,0.0,0.0
1762960214.811541,0.0,3787.171875,69.2,0.0,0.0,0.0
1762960214.942044,18.2,3805.421875,69.4,0.0,0.0,0.0
1762960215.0711622,55.6,3779.6875,69.1,0.0,0.0,0.0
1762960215.199161,33.3,3779.6875,69.1,0.0,0.0,0.0
1762960215.329216,33.3,3779.6875,69.1,0.0,0.0,0.0
1762960215.460057,11.1,3779.6875,69.1,0.0,0.0,0.0
1762960215.589827,0.0,3779.6875,69.1,0.0,0.0,0.0
1762960215.719566,0.0,3779.6875,69.1,0.0,0.0,0.0
1762960215.846487,0.0,3779.6875,69.1,0.0,0.0,0.0
1762960215.9748569,40.0,4007.703125,71.7,0.0,0.0,0.0
1762960216.1027641,30.0,4017.484375,71.8,0.0,0.0,0.0
1762960216.231241,36.4,4044.515625,72.1,0.0,0.0,0.0
1762960216.3599832,16.7,4071.1875,72.5,0.0,0.0,0.0
1762960216.4887612,0.0,4071.1875,72.5,0.0,0.0,0.0
1762960216.6193979,0.0,4071.1875,72.5,0.0,0.0,0.0
1762960216.74996,0.0,4071.1875,72.5,0.0,0.0,0.0
1762960216.8790898,0.0,4071.1875,72.5,0.0,0.0,0.0
1762960217.007953,25.0,4136.78125,72.6,0.0,0.0,0.0
1762960217.138164,25.0,4144.984375,72.6,0.0,0.0,0.0
1762960217.272217,40.0,4156.796875,72.7,0.0,0.0,0.0
1762960217.4026392,0.0,4133.328125,72.5,0.0,0.0,0.0
1762960217.530949,0.0,4142.484375,72.6,0.0,0.0,0.0
1762960217.660117,0.0,4156.5,72.8,0.0,0.0,0.0
1762960217.7934022,0.0,4164.046875,72.9,0.0,0.0,0.0
1762960217.924376,0.0,4193.328125,73.2,0.0,0.0,0.0
1762960218.0528278,30.0,4179.015625,73.0,0.0,0.0,0.0
1762960218.1833,22.2,4187.71875,73.1,0.0,0.0,0.0
1762960218.312597,40.0,4165.171875,72.8,0.0,0.0,0.0
1762960218.4444008,22.2,4165.171875,72.8,0.0,0.0,0.0
1762960218.5732312,0.0,4165.171875,72.8,0.0,0.0,0.0
1762960218.711691,0.0,4165.171875,72.8,0.0,0.0,0.0
1762960218.8434298,0.0,4165.171875,72.8,0.0,0.0,0.0
1762960218.9847538,0.0,4165.171875,72.8,0.0,0.0,0.0
1762960219.123574,50.0,4181.0,73.3,0.0,0.0,0.0
1762960219.249162,66.7,4172.703125,73.2,0.0,0.0,0.0
1762960219.381928,54.5,4157.96875,73.0,0.0,0.0,0.0
1762960219.5220962,50.0,4157.96875,73.0,0.0,0.0,0.0
1762960219.653873,0.0,4157.96875,73.0,0.0,0.0,0.0
1762960219.7852669,0.0,4157.96875,73.0,0.0,0.0,0.0
1762960219.9154391,0.0,4157.96875,73.0,0.0,0.0,0.0
1762960220.050373,0.0,4157.96875,73.0,0.0,0.0,0.0
1762960220.18325,83.3,4109.8125,72.2,0.0,0.0,0.0
1762960220.313607,50.0,4109.703125,72.2,0.0,0.0,0.0
1762960220.445583,55.6,4110.71875,72.2,0.0,0.0,0.0
1762960220.579096,0.0,4114.140625,72.2,0.0,0.0,0.0
1762960220.7256,0.0,4114.375,72.2,0.0,0.0,0.0
1762960220.8635101,0.0,4114.71875,72.2,0.0,0.0,0.0
1762960221.0066009,0.0,4115.671875,72.2,0.0,0.0,0.0
1762960221.14309,0.0,4118.125,72.2,0.0,0.0,0.0
1762960221.274154,70.0,4130.625,72.2,0.0,0.0,0.0
1762960221.416926,0.0,4154.84375,72.5,0.0,0.0,0.0
1762960221.547956,0.0,4154.265625,72.5,0.0,0.0,0.0
1762960221.697171,0.0,4154.625,72.5,0.0,0.0,0.0
1762960221.828212,0.0,4154.625,72.5,0.0,0.0,0.0
1762960221.9612281,0.0,4154.625,72.5,0.0,0.0,0.0
1762960222.0935621,0.0,4154.625,72.5,0.0,0.0,0.0
1762960222.2268019,0.0,4154.625,72.5,0.0,0.0,0.0
1762960222.3602219,80.0,4151.8125,72.5,0.0,0.0,0.0
1762960222.4940622,63.6,4142.53125,72.4,0.0,0.0,0.0
1762960222.626743,55.6,4135.875,72.3,0.0,0.0,0.0
1762960222.7583659,50.0,4141.953125,72.3,0.0,0.0,0.0
1762960222.8927,0.0,4144.34375,72.3,0.0,0.0,0.0
1762960223.034681,0.0,4143.4375,72.3,0.0,0.0,0.0
1762960223.166923,0.0,4162.90625,72.6,0.0,0.0,0.0
1762960223.300805,0.0,4159.59375,72.5,0.0,0.0,0.0
1762960223.439902,66.7,4158.0,72.5,0.0,0.0,0.0
1762960223.57621,70.0,4156.75,72.5,0.0,0.0,0.0
1762960223.70863,0.0,4156.109375,72.4,0.0,0.0,0.0
1762960223.846304,0.0,4156.46875,72.5,0.0,0.0,0.0
1762960223.978901,0.0,4156.984375,72.5,0.0,0.0,0.0
1762960224.1142569,0.0,4164.90625,72.5,0.0,0.0,0.0
1762960224.243665,0.0,4163.53125,72.5,0.0,0.0,0.0
1762960224.3781261,0.0,4165.15625,72.5,0.0,0.0,0.0
1762960224.5102458,62.5,4161.078125,72.4,0.0,0.0,0.0
1762960224.641454,42.9,4160.546875,72.4,0.0,0.0,0.0
1762960224.771671,0.0,4156.9375,72.4,0.0,0.0,0.0
1762960224.910304,0.0,4156.59375,72.4,0.0,0.0,0.0
1762960225.04963,0.0,4156.71875,72.4,0.0,0.0,0.0
1762960225.183084,0.0,4156.71875,72.4,0.0,0.0,0.0
1762960225.31676,0.0,4156.71875,72.4,0.0,0.0,0.0
1762960225.458209,0.0,4156.71875,72.4,0.0,0.0,0.0
1762960225.588029,61.5,4140.21875,72.2,0.0,0.0,0.0
1762960225.7173781,100.0,4154.5625,72.1,0.0,0.0,0.0
1762960225.870253,55.6,4153.4375,72.0,0.0,0.0,0.0
1762960226.0033169,75.0,4151.15625,72.0,0.0,0.0,0.0
1762960226.143293,75.0,4143.6875,71.9,0.0,0.0,0.0
1762960226.277638,0.0,4140.796875,71.9,0.0,0.0,0.0
1762960226.410536,0.0,4140.796875,71.9,0.0,0.0,0.0
1762960226.544471,0.0,4140.796875,71.9,0.0,0.0,0.0
1762960226.6786041,63.6,4164.828125,72.2,0.0,0.0,0.0
1762960226.820832,62.5,4163.75,72.1,0.0,0.0,0.0
1762960226.9597282,63.6,4163.640625,72.1,0.0,0.0,0.0
1762960227.095788,66.7,4167.65625,72.1,0.0,0.0,0.0
1762960227.233359,85.7,4191.34375,72.1,0.0,0.0,0.0
1762960227.369129,0.0,4222.53125,71.7,0.0,0.0,0.0
1762960227.505137,0.0,4227.015625,71.7,0.0,0.0,0.0
1762960227.644743,0.0,4218.421875,71.7,0.0,0.0,0.0
1762960227.779377,60.0,4209.609375,71.5,0.0,0.0,0.0
