timestamp,cpu_percent,memory_mb,memory_percent,gpu_memory_mb,gpu_percent,temperature_c
1762948651.373185,25.0,3090.65625,85.8,1854.39375,0.0,0.0
1762948651.5449421,0.0,3476.90625,87.0,2086.1437499999997,0.0,0.0
1762948651.710968,0.0,3998.796875,92.7,2399.278125,0.0,0.0
1762948651.8816462,0.0,4571.59375,94.9,2742.9562499999997,0.0,0.0
1762948652.01924,0.0,5123.390625,93.6,3074.0343749999997,0.0,0.0
1762948652.1738482,25.0,5455.109375,93.2,3273.0656249999997,0.0,0.0
1762948652.306247,10.0,5546.109375,93.5,3327.665625,0.0,0.0
1762948652.430675,0.0,5580.890625,93.4,3348.5343749999997,0.0,0.0
1762948652.552066,0.0,5586.828125,93.5,3352.0968749999997,0.0,0.0
1762948652.6860669,0.0,5578.640625,93.5,3347.184375,0.0,0.0
1762948652.8125749,0.0,5609.65625,93.4,3365.79375,0.0,0.0
1762948652.940476,0.0,5631.3125,93.7,3378.7875,0.0,0.0
1762948653.070077,0.0,5632.109375,93.6,3379.265625,0.0,0.0
1762948653.2118871,55.6,5687.734375,94.4,3412.640625,0.0,0.0
1762948653.455394,100.0,6016.3125,96.8,3609.7875,0.0,0.0
1762948654.488317,54.5,6408.96875,97.2,3845.38125,0.0,0.0
1762948654.84918,83.3,5740.125,87.5,3444.075,0.0,0.0
1762948655.019698,100.0,5646.53125,94.9,3387.91875,0.0,0.0
1762948655.270516,0.0,5720.375,94.0,3432.225,0.0,0.0
1762948655.403671,0.0,5725.84375,93.9,3435.50625,0.0,0.0
1762948655.538211,0.0,5736.53125,93.9,3441.91875,0.0,0.0
1762948655.696106,40.0,5746.59375,94.0,3447.9562499999997,0.0,0.0
1762948655.823058,0.0,5763.359375,94.1,3458.015625,0.0,0.0
1762948655.954274,0.0,5771.875,94.0,3463.125,0.0,0.0
1762948656.10132,0.0,5800.734375,94.2,3480.4406249999997,0.0,0.0
1762948656.3309288,0.0,5964.71875,94.4,3578.8312499999997,0.0,0.0
1762948656.4858282,0.0,6000.890625,94.5,3600.5343749999997,0.0,0.0
1762948656.666944,0.0,5999.109375,94.6,3599.465625,0.0,0.0
1762948656.8051782,22.2,6003.671875,94.8,3602.203125,0.0,0.0
1762948656.982184,44.4,6011.15625,94.8,3606.69375,0.0,0.0
1762948657.114558,40.0,6019.46875,94.8,3611.68125,0.0,0.0
1762948657.307334,0.0,5994.46875,94.7,3596.68125,0.0,0.0
1762948657.467173,0.0,6028.46875,94.8,3617.0812499999997,0.0,0.0
1762948657.597697,0.0,6028.46875,94.8,3617.0812499999997,0.0,0.0
1762948657.734184,0.0,6028.46875,94.8,3617.0812499999997,0.0,0.0
1762948657.885941,100.0,6018.546875,94.8,3611.1281249999997,0.0,0.0
1762948658.070883,50.0,4919.875,82.2,2951.9249999999997,0.0,0.0
1762948658.439235,22.2,4750.625,86.1,2850.375,0.0,0.0
1762948658.566915,0.0,4557.140625,89.0,2734.2843749999997,0.0,0.0
1762948658.700757,0.0,4573.578125,89.0,2744.146875,0.0,0.0
1762948658.907712,0.0,4587.0625,89.1,2752.2374999999997,0.0,0.0
1762948659.06399,36.4,4606.65625,89.3,2763.99375,0.0,0.0
1762948659.1882188,0.0,4626.15625,89.6,2775.69375,0.0,0.0
1762948659.309943,0.0,4631.859375,89.6,2779.115625,0.0,0.0
1762948659.452909,0.0,4578.71875,90.4,2747.23125,0.0,0.0
1762948659.593487,0.0,4516.53125,90.0,2709.91875,0.0,0.0
1762948659.716047,0.0,4511.515625,90.1,2706.9093749999997,0.0,0.0
1762948659.893627,0.0,4536.59375,90.3,2721.9562499999997,0.0,0.0
1762948660.026003,0.0,4536.59375,90.3,2721.9562499999997,0.0,0.0
1762948660.159682,33.3,4640.703125,90.7,2784.421875,0.0,0.0
1762948660.2832088,30.0,4675.28125,90.9,2805.16875,0.0,0.0
1762948660.406314,27.3,4710.609375,90.9,2826.365625,0.0,0.0
1762948660.536146,0.0,4710.609375,90.9,2826.365625,0.0,0.0
1762948660.6732469,0.0,4710.609375,90.9,2826.365625,0.0,0.0
1762948660.797846,0.0,4710.609375,90.9,2826.365625,0.0,0.0
1762948660.951026,0.0,4710.609375,90.9,2826.365625,0.0,0.0
1762948661.635256,0.0,4710.609375,90.9,2826.365625,0.0,0.0
1762948661.7637289,40.0,5653.75,93.7,3392.25,0.0,0.0
1762948661.902974,22.2,5649.421875,93.7,3389.653125,0.0,0.0
1762948662.0358038,11.1,5520.0,92.3,3312.0,0.0,0.0
1762948662.174609,50.0,5023.609375,90.0,3014.165625,0.0,0.0
1762948662.330338,12.5,4406.546875,85.8,2643.928125,0.0,0.0
1762948662.4541152,0.0,4696.34375,85.9,2817.80625,0.0,0.0
1762948662.5801759,0.0,4696.34375,85.9,2817.80625,0.0,0.0
1762948662.742665,0.0,4696.34375,85.9,2817.80625,0.0,0.0
1762948662.88016,71.4,4979.28125,91.8,2987.56875,0.0,0.0
1762948663.0041652,22.2,5456.703125,91.8,3274.021875,0.0,0.0
1762948663.133445,0.0,5829.6875,93.4,3497.8125,0.0,0.0
1762948663.273818,0.0,6052.203125,95.1,3631.321875,0.0,0.0
1762948663.398976,0.0,6567.609375,95.3,3940.5656249999997,0.0,0.0
1762948663.538195,0.0,6567.609375,95.3,3940.5656249999997,0.0,0.0
1762948663.663348,0.0,6567.609375,95.3,3940.5656249999997,0.0,0.0
1762948663.874337,0.0,6567.609375,95.3,3940.5656249999997,0.0,0.0
1762948664.07218,11.1,6723.84375,95.6,4034.3062499999996,0.0,0.0
1762948664.205346,0.0,6695.34375,96.0,4017.2062499999997,0.0,0.0
1762948664.3443599,0.0,6413.71875,92.9,3848.23125,0.0,0.0
1762948664.470475,0.0,6503.546875,94.1,3902.1281249999997,0.0,0.0
1762948664.616425,0.0,6503.546875,94.1,3902.1281249999997,0.0,0.0
