1762536323.5499427,100.0,16918.37890625,25.8,4415.12060546875,26.947860399667356,0.0
1762536323.7650795,100.0,16928.52734375,25.8,4607.869140625,28.12430858348306,0.0
1762536323.8979502,100.0,16924.86328125,25.8,4414.87109375,26.946337495183926,0.0
1762536324.013243,100.0,16928.796875,25.8,4415.1572265625,26.94808391793792,0.0
1762536324.1281316,87.5,16936.35546875,25.9,4415.1201171875,26.947857419423748,0.0
1762536324.2576747,100.0,16947.3828125,25.9,4414.853515625,26.946230206414057,0.0
1762536324.3829305,0.0,16941.5625,25.9,4414.837890625,26.94613483861862,0.0
1762536324.497075,100.0,16941.234375,25.9,4415.1123046875,26.94780973552603,0.0
1762536324.6121852,100.0,16942.109375,25.9,4414.80029296875,26.945905359860838,0.0
1762536324.7276626,0.0,16940.578125,25.9,4414.8359375,26.94612291764419,0.0
1762536324.8442554,37.5,16938.71875,25.9,4415.1328125,26.947934905757542,0.0
1762536324.957702,50.0,16938.8046875,25.9,4414.845703125,26.946182522516338,0.0
1762536325.056576,16.7,16938.62890625,25.9,4415.14697265625,26.948021332822165,0.0
1762536325.17679,0.0,16934.3828125,25.9,4415.1318359375,26.947928945270327,0.0
1762536325.2880812,0.0,16930.66015625,25.8,4478.84375,27.336797091663712,0.0
1762536325.4020875,37.5,16930.95703125,25.9,4415.12060546875,26.947860399667356,0.0
1762536325.5160036,50.0,16926.39453125,25.8,4415.138671875,26.94797066868083,0.0
1762536325.628517,12.5,16937.3828125,25.9,4478.841796875,27.336785170689282,0.0
1762536325.7446358,100.0,16934.0625,25.9,4415.12109375,26.947863379910963,0.0
1762536325.862755,62.5,16937.19921875,25.9,4414.841796875,26.94615868056748,0.0
1762536325.9781985,0.0,16937.16796875,25.9,4415.12744140625,26.94790212307786,0.0
1762536326.092341,50.0,16936.79296875,25.9,4414.80419921875,26.945929201809697,0.0
1762536326.2062988,37.5,16936.8515625,25.9,4415.10009765625,26.947735229435843,0.0
1762536326.3214896,0.0,16939.10546875,25.9,4415.13134765625,26.94792596502672,0.0
1762536326.441659,100.0,16943.13671875,25.9,4415.16357421875,26.94812266110482,0.0
1762536326.5563152,50.0,16944.109375,25.9,4414.84375,26.94617060154191,0.0
1762536326.6720207,50.0,16946.44140625,25.9,4415.12451171875,26.947884241616215,0.0
1762536326.786302,0.0,16956.078125,25.9,4478.841796875,27.336785170689282,0.0
1762536326.901222,42.9,16956.3984375,25.9,4415.12109375,26.947863379910963,0.0
1762536327.0159426,37.5,16956.47265625,25.9,4415.125,26.947887221859823,0.0
1762536327.1292312,12.5,16955.96875,25.9,4414.859375,26.946265969337347,0.0
1762536327.244815,28.6,16955.8984375,25.9,4415.11279296875,26.947812715769636,0.0
1762536327.3590982,37.5,16953.1875,25.9,4414.84765625,26.946194443490768,0.0
1762536327.4724398,37.5,16952.2109375,25.9,4415.11865234375,26.947848478692926,0.0
1762536327.570818,0.0,16946.65234375,25.9,4415.12353515625,26.947878281129,0.0
1762536327.6911657,37.5,16947.08203125,25.9,4414.841796875,26.94615868056748,0.0
1762536327.80557,0.0,16943.55078125,25.9,4415.12255859375,26.947872320641785,0.0
1762536327.918714,12.5,16941.87109375,25.9,4414.845703125,26.946182522516338,0.0
1762536328.032728,100.0,16941.8203125,25.9,4415.12646484375,26.947896162590645,0.0
1762536328.1466084,0.0,16941.59765625,25.9,4415.130859375,26.947922984783112,0.0
1762536328.2615726,62.5,16941.51953125,25.9,4478.84375,27.336797091663712,0.0
1762536328.3769724,12.5,16940.94921875,25.9,4415.1396484375,26.947976629168053,0.0
1762536328.5059402,100.0,16939.6640625,25.9,4414.8671875,26.946313653235066,0.0
1762536328.620759,25.0,16945.3046875,25.9,4415.11962890625,26.94785443918014,0.0
1762536328.7364895,75.0,16942.97265625,25.9,4415.12939453125,26.94791404405229,0.0
1762536328.8494484,0.0,16942.55859375,25.9,4414.841796875,26.94615868056748,0.0
1762536328.964879,37.5,16942.171875,25.9,4415.15576171875,26.9480749772071,0.0
1762536329.0800052,33.3,16941.9765625,25.9,4415.16357421875,26.94812266110482,0.0
1762536329.1945677,0.0,16941.87890625,25.9,4414.84228515625,26.946161660811086,0.0
1762536329.310478,33.3,16941.9296875,25.9,4415.12060546875,26.947860399667356,0.0
1762536329.426953,0.0,16941.3359375,25.9,4414.84765625,26.946194443490768,0.0
1762536329.5399823,0.0,16938.98828125,25.9,4415.12744140625,26.94790212307786,0.0
1762536329.6549773,25.0,16943.94140625,25.9,4478.841796875,27.336785170689282,0.0
1762536329.7697294,55.6,16941.46875,25.9,4415.13134765625,26.94792596502672,0.0
1762536329.884277,0.0,16940.4921875,25.9,4414.87109375,26.946337495183926,0.0
1762536329.9985876,37.5,16940.03515625,25.9,4415.10888671875,26.947788873820777,0.0
1762536330.1134684,37.5,16939.890625,25.9,4415.12060546875,26.947860399667356,0.0
1762536330.2275963,0.0,16939.83203125,25.9,4478.84375,27.336797091663712,0.0
1762536330.3426237,25.0,16939.77734375,25.9,4415.12353515625,26.947878281129,0.0
1762536330.4585445,25.0,16938.68359375,25.9,4414.857421875,26.946254048362917,0.0
1762536330.5717134,0.0,16943.046875,25.9,4415.11181640625,26.94780675528242,0.0
1762536330.6860347,25.0,16942.62109375,25.9,4414.84765625,26.946194443490768,0.0
1762536330.79912,25.0,16939.89453125,25.9,4415.10986328125,26.94779483430799,0.0
1762536330.912645,0.0,16939.82421875,25.9,4415.12890625,26.947911063808682,0.0
1762536331.02672,37.5,16939.4453125,25.9,4414.853515625,26.946230206414057,0.0
1762536331.1412232,25.0,16939.37109375,25.9,4415.12060546875,26.947860399667356,0.0
1762536331.252966,37.5,16939.203125,25.9,4414.84033203125,26.946149739836656,0.0
1762536331.3656342,0.0,16938.7578125,25.9,4415.11962890625,26.94785443918014,0.0
1762536331.479654,62.5,16938.55078125,25.9,4414.845703125,26.946182522516338,0.0
1762536331.5935812,25.0,16942.48046875,25.9,4415.12060546875,26.947860399667356,0.0
1762536331.7081559,37.5,16942.40234375,25.9,4414.85546875,26.946242127388487,0.0
1762536331.822857,66.7,16939.109375,25.9,4415.134765625,26.94794682673197,0.0
1762536331.9355633,25.0,16938.703125,25.9,4414.84765625,26.946194443490768,0.0
1762536332.0477939,37.5,16937.4375,25.9,4415.12060546875,26.947860399667356,0.0
1762536332.1618328,0.0,16937.38671875,25.9,4478.841796875,27.336785170689282,0.0
1762536332.2754478,0.0,16937.2890625,25.9,4415.1123046875,26.94780973552603,0.0
1762536332.3889494,12.5,16937.046875,25.9,4414.845703125,26.946182522516338,0.0
1762536332.5024295,37.5,16936.9140625,25.9,4415.1201171875,26.947857419423748,0.0
1762536332.6155899,0.0,16940.59765625,25.9,4478.841796875,27.336785170689282,0.0
1762536332.7306194,100.0,16939.7578125,25.9,4415.11474609375,26.947824636744066,0.0
1762536332.844893,12.5,16937.875,25.9,4415.12646484375,26.947896162590645,0.0
1762536332.9585445,0.0,16937.703125,25.9,4415.10693359375,26.947776952846347,0.0
1762536333.0721838,0.0,16936.93359375,25.9,4415.12744140625,26.94790212307786,0.0
1762536333.1845527,12.5,16936.79296875,25.9,4414.84765625,26.946194443490768,0.0
1762536333.2977161,25.0,16936.73046875,25.9,4415.125,26.947887221859823,0.0
1762536333.4119945,0.0,16936.63671875,25.9,4478.841796875,27.336785170689282,0.0
1762536333.525016,66.7,16936.53125,25.9,4415.12451171875,26.947884241616215,0.0
1762536333.6399364,25.0,16939.6796875,25.9,4414.837890625,26.94613483861862,0.0
1762536333.7539942,62.5,16933.17578125,25.9,4415.12841796875,26.947908083565075,0.0
1762536333.867631,0.0,16932.18359375,25.9,4414.84765625,26.946194443490768,0.0
1762536333.981529,50.0,16931.56640625,25.9,4415.13330078125,26.94793788600115,0.0
1762536334.0952976,12.5,16931.1875,25.9,4478.841796875,27.336785170689282,0.0
1762536334.2118208,0.0,16931.1796875,25.9,4415.12744140625,26.94790212307786,0.0
1762536334.3276339,37.5,16930.90234375,25.9,4414.8369140625,26.946128878131404,0.0
1762536334.441617,12.5,16930.15625,25.8,4415.15869140625,26.948092858668744,0.0
1762536334.5564327,0.0,16930.01953125,25.8,4414.845703125,26.946182522516338,0.0
1762536334.6762702,62.5,16934.23828125,25.9,4415.12353515625,26.947878281129,0.0
1762536334.7893162,0.0,16930.09765625,25.8,4414.84765625,26.946194443490768,0.0
1762536334.9039435,12.5,16930.04296875,25.8,4415.13134765625,26.94792596502672,0.0
1762536335.0185025,62.5,16929.5625,25.8,4414.845703125,26.946182522516338,0.0
1762536335.1319103,0.0,16929.3828125,25.8,4415.1259765625,26.947893182347038,0.0
1762536335.2474809,37.5,16929.3125,25.8,4478.841796875,27.336785170689282,0.0
1762536335.3619275,12.5,16927.9296875,25.8,4415.11962890625,26.94785443918014,0.0
1762536335.4760401,0.0,16927.83203125,25.8,4478.841796875,27.336785170689282,0.0
1762536335.590959,12.5,16933.66015625,25.9,4415.12060546875,26.947860399667356,0.0
1762536335.705407,100.0,16933.28125,25.9,4414.853515625,26.946230206414057,0.0
1762536335.8192215,0.0,16931.00390625,25.9,4415.15087890625,26.948045174771025,0.0
1762536335.933867,50.0,16929.8671875,25.8,4478.841796875,27.336785170689282,0.0
1762536336.0468583,25.0,16929.32421875,25.8,4415.11572265625,26.94783059723128,0.0
1762536336.160635,44.4,16929.265625,25.8,4414.80419921875,26.945929201809697,0.0
1762536336.2750013,0.0,16929.01953125,25.8,4415.11083984375,26.947800794795207,0.0
1762536336.387551,50.0,16928.98046875,25.8,4415.134765625,26.94794682673197,0.0
1762536336.5021036,37.5,16927.55078125,25.8,4415.12060546875,26.947860399667356,0.0
