request_id,hardware_tier,device_type,cpu_model,cpu_cores,total_memory_gb,gpu_name,text_length_chars,text_length_tokens,reference_audio_seconds,start_time,end_time,total_duration_s,peak_memory_mb,peak_memory_percent,peak_gpu_memory_mb,peak_temperature_c,throttle_detected,rtf,tokens_per_second,audio_duration_s,generated_tokens,peak_gpu_util_pct,fish_tokens_per_sec,fish_bandwidth_gb_s,fish_gpu_memory_gb,fish_generation_time_s,vq_features_shape,success,error_message,quantization_used,torch_compile_used,onnx_used,chunk_length,num_threads
49141745,amd_mobile,cuda,"AMD64 Family 25 Model 68 Stepping 1, AuthenticAMD",6,7.206745147705078,NVIDIA GeForce RTX 4050 Laptop GPU,77,17,20.100362811791385,1763368965.8129687,1763369244.578357,278.76538825035095,7279.859375,98.6,0.0,0.0,False,56.100109620694354,0.3874225587252905,4.96907029478458,108,0.0,0.45,0.39,0.0,238.36,"[10, 107]",True,,int8,False,True,256,4
ff263204,amd_mobile,cuda,"AMD64 Family 25 Model 68 Stepping 1, AuthenticAMD",6,7.206745147705078,NVIDIA GeForce RTX 4050 Laptop GPU,77,17,20.100362811791385,1763369378.9422064,1763369677.2531888,298.310982465744,7236.96484375,98.1,0.0,0.0,False,62.97638215542332,0.3452772645131421,4.73687074829932,103,0.0,0.39,0.33,0.0,266.7,"[10, 102]",True,,int8,False,True,256,4
